model,behaviour,domain,language,pooling,layer,mean_cosine_distance,mean_cosine_similarity,n_pairs
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,3,0.008364866094032836,0.9916351339059671,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,4,0.020728121535326993,0.979271878464673,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,5,0.018318609405257674,0.9816813905947424,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,6,0.018316403403139364,0.9816835965968607,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,7,0.01951366788662451,0.9804863321133754,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,8,0.02022111908293739,0.9797788809170627,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,9,0.018047722149633766,0.9819522778503662,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,10,0.016278859631935816,0.9837211403680641,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,11,0.0170270663341624,0.9829729336658376,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,12,0.013940558554616983,0.986059441445383,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,13,0.013606728723683431,0.9863932712763166,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,14,0.013919428469892275,0.9860805715301078,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,15,0.010367975995683842,0.9896320240043162,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,16,0.015176220157472914,0.9848237798425271,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,17,0.02126251905357085,0.9787374809464291,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,18,0.025351452638435634,0.9746485473615644,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,19,0.027727117530452733,0.9722728824695472,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,20,0.02761589963375513,0.9723841003662449,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,21,0.04221208305897142,0.9577879169410286,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,22,0.04214594204990338,0.9578540579500966,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,23,0.04021843839237044,0.9597815616076295,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,24,0.03787528462074902,0.9621247153792509,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,25,0.04000278259438331,0.9599972174056167,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,26,0.03146871567768636,0.9685312843223136,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,27,0.02473882345856382,0.9752611765414362,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,last_token,28,0.03986895705052182,0.9601310429494782,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,0,0.22079894657904853,0.7792010534209515,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,1,0.09963745663488313,0.9003625433651169,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,2,0.06909743189569992,0.9309025681043,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,3,0.09012945627862365,0.9098705437213763,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,4,0.08893810114434914,0.9110618988556509,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,5,0.0950792487555231,0.9049207512444769,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,6,0.09762781699701337,0.9023721830029866,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,7,0.09214985481959256,0.9078501451804074,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,8,0.09937265634132333,0.9006273436586767,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,9,0.1025259178357906,0.8974740821642094,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,10,0.10653296486260982,0.8934670351373901,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,11,0.10270659392319212,0.8972934060768079,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,12,0.11004565133354935,0.8899543486664506,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,13,0.10947630345099105,0.890523696549009,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,14,0.11264663402798591,0.8873533659720141,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,15,0.10847917778460081,0.8915208222153992,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,16,0.10788913632860742,0.8921108636713926,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,17,0.10447564185429992,0.8955243581457001,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,18,0.1096248587939446,0.8903751412060554,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,19,0.10572222464934444,0.8942777753506556,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,20,0.10653150483792284,0.8934684951620772,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,21,0.1171808338226796,0.8828191661773204,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,22,0.09434346840067032,0.9056565315993297,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,23,0.09033798501290902,0.909662014987091,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,24,0.07942957297278022,0.9205704270272198,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,25,0.0654955394490494,0.9345044605509506,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,26,0.05494233095915341,0.9450576690408465,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,27,0.03645072406930289,0.9635492759306972,4
Qwen2.5-1.5B,mirroring,education_general_knowledge,en,mean_pooled,28,0.06588913904709195,0.9341108609529081,4
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,0,0.0,1.0,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,1,0.0035548685848108366,0.9964451314151891,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,2,0.008626717593010702,0.9913732824069893,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,3,0.013868671488061313,0.9861313285119387,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,4,0.02732973760442455,0.9726702623955754,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,5,0.03377650097734258,0.9662234990226574,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,6,0.025171048850282467,0.9748289511497176,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,7,0.022278759867418656,0.9777212401325813,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,8,0.028262952583189005,0.971737047416811,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,9,0.044194798304283835,0.9558052016957163,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,10,0.06402980795064982,0.9359701920493503,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,11,0.05529315383290789,0.9447068461670921,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,12,0.044509310198367937,0.955490689801632,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,13,0.04228915192657423,0.9577108480734258,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,14,0.06355153282142252,0.9364484671785774,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,15,0.05045484107991873,0.9495451589200813,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,16,0.06908605518076716,0.9309139448192328,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,17,0.08253922966440719,0.9174607703355928,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,18,0.0927187817360952,0.9072812182639048,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,19,0.1048955707653564,0.8951044292346436,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,20,0.10787995419311312,0.8921200458068869,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,21,0.16364009801931603,0.8363599019806839,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,22,0.16928368189404586,0.8307163181059541,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,23,0.19177977034239854,0.8082202296576014,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,24,0.1714702125628552,0.8285297874371448,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,25,0.1670304179432992,0.8329695820567008,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,26,0.12872391170361688,0.871276088296383,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,27,0.08873703705243628,0.9112629629475637,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,last_token,28,0.11692770600028911,0.883072293999711,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,0,0.15849192597201794,0.8415080740279821,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,1,0.11872385945443964,0.8812761405455604,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,2,0.0725502711261121,0.927449728873888,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,3,0.0818380056925792,0.9181619943074208,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,4,0.08415496983606392,0.9158450301639361,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,5,0.08984748920730597,0.910152510792694,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,6,0.07332089260562007,0.92667910739438,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,7,0.07117582667257094,0.9288241733274291,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,8,0.07156445361287844,0.9284355463871216,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,9,0.08154732005371616,0.9184526799462839,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,10,0.08350168732982378,0.9164983126701762,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,11,0.0816570016344491,0.918342998365551,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,12,0.07212173911866461,0.9278782608813354,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,13,0.0708453106364562,0.9291546893635437,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,14,0.07206926104482438,0.9279307389551756,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,15,0.07575486387181268,0.9242451361281873,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,16,0.07158123412964201,0.928418765870358,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,17,0.07278638668561473,0.9272136133143852,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,18,0.07758324156323848,0.9224167584367615,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,19,0.07373702618185375,0.9262629738181462,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,20,0.07888332003610381,0.9211166799638962,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,21,0.07916471680659527,0.9208352831934047,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,22,0.06259228285440288,0.9374077171455971,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,23,0.05932961407600116,0.9406703859239989,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,24,0.04846401353424842,0.9515359864657515,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,25,0.03621939406571171,0.9637806059342883,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,26,0.03164600120332458,0.9683539987966755,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,27,0.02041511910225254,0.9795848808977475,6
Qwen2.5-1.5B,revision_under_pressure,education_general_knowledge,en,mean_pooled,28,0.06226904910359321,0.9377309508964068,6
