model,pair_id,domain,language,pooling,layer,turn_index,step_cosine_similarity,step_cosine_distance,cumulative_drift,cosine_distance_from_neutral
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,9,1,0.9319072848219699,0.06809271517803006,0.06809271517803006,0.06809271517803
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,9,2,0.9857674502985319,0.014232549701468145,0.0823252648794982,0.0760799405876923
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,10,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,10,1,0.9034880519764186,0.09651194802358143,0.09651194802358143,0.0965119480235814
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,10,2,0.9824381521631352,0.017561847836864763,0.11407379586044619,0.1098364294299963
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,11,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,11,1,0.9182349442975609,0.08176505570243908,0.08176505570243908,0.081765055702439
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,11,2,0.9762218569980791,0.023778143001920937,0.10554319870436002,0.0961054201180199
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,12,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,12,1,0.9409637077882964,0.05903629221170359,0.05903629221170359,0.0590362922117035
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,12,2,0.9780974083214398,0.021902591678560235,0.08093888389026382,0.0799915157740586
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,13,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,13,1,0.9411879731103944,0.05881202688960563,0.05881202688960563,0.0588120268896056
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,13,2,0.9830061964667968,0.016993803533203233,0.07580583042280886,0.072325698778372
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,14,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,14,1,0.9101270075394696,0.08987299246053038,0.08987299246053038,0.0898729924605303
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,14,2,0.9710607736201367,0.028939226379863348,0.11881221884039372,0.103737287474575
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,15,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,15,1,0.9267761979002388,0.0732238020997612,0.0732238020997612,0.0732238020997612
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,15,2,0.9769971883732202,0.02300281162677975,0.09622661372654095,0.0781540946001848
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,16,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,16,1,0.8966339670696899,0.1033660329303101,0.1033660329303101,0.1033660329303101
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,16,2,0.9744026771057254,0.025597322894274632,0.12896335582458474,0.1033402070655024
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,17,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,17,1,0.8702564269167826,0.12974357308321738,0.12974357308321738,0.1297435730832173
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,17,2,0.9714145740870049,0.028585425912995066,0.15832899899621244,0.1167364138388747
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,18,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,18,1,0.8476616153839208,0.15233838461607918,0.15233838461607918,0.1523383846160791
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,18,2,0.9655165028182813,0.034483497181718725,0.1868218817977979,0.1329860701813748
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,19,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,19,1,0.8293093161229518,0.17069068387704822,0.17069068387704822,0.1706906838770482
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,19,2,0.9611898970989562,0.03881010290104381,0.20950078677809203,0.1555936919779137
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,20,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,20,1,0.8277733696589231,0.17222663034107688,0.17222663034107688,0.1722266303410768
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,20,2,0.9610904996028455,0.03890950039715446,0.21113613073823134,0.1716052863983002
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,21,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,21,1,0.7214836681621236,0.2785163318378764,0.2785163318378764,0.2785163318378764
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,21,2,0.950533774787364,0.049466225212635995,0.3279825570505124,0.2604973286523778
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,22,0,,,0.0,2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,22,1,0.71095055857761,0.28904944142239,0.28904944142239,0.28904944142239
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,22,2,0.9519516856825718,0.048048314317428176,0.33709775573981815,0.2655317975705028
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,23,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,23,1,0.6668639373351293,0.3331360626648707,0.3331360626648707,0.3331360626648707
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,23,2,0.9382910548918131,0.06170894510818692,0.39484500777305764,0.2799667517530472
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,24,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,24,1,0.6950813252899452,0.30491867471005485,0.30491867471005485,0.3049186747100548
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,24,2,0.9396561245102579,0.06034387548974207,0.3652625501997969,0.2296405887898583
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,25,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,25,1,0.6981967893711805,0.30180321062881954,0.30180321062881954,0.3018032106288195
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,25,2,0.9369622021053351,0.0630377978946649,0.36484100852348444,0.2224922542645206
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,26,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,26,1,0.7648583518633322,0.23514164813666782,0.23514164813666782,0.2351416481366678
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,26,2,0.9497340931377783,0.050265906862221654,0.2854075549988895,0.1761732959433277
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,27,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,27,1,0.8372567333622398,0.16274326663776018,0.16274326663776018,0.1627432666377601
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,27,2,0.9645081552137019,0.03549184478629808,0.19823511142405825,0.1254746704734409
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,28,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,28,1,0.7941698385794859,0.20583016142051413,0.20583016142051413,0.2058301614205141
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,last_token,28,2,0.9472333119806103,0.05276668801938966,0.2585968494399038,0.1663710594385522
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,0,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,0,1,0.8326646304692421,0.1673353695307579,0.1673353695307579,0.1673353695307579
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,0,2,0.8929435850264443,0.10705641497355567,0.27439178450431356,0.1859564462728307
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,1,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,1,1,0.7963658921194382,0.2036341078805618,0.2036341078805618,0.2036341078805618
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,1,2,0.9124669764062473,0.0875330235937527,0.2911671314743145,0.2159753410328488
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,2,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,2,1,0.8665946614529023,0.13340533854709768,0.13340533854709768,0.1334053385470976
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,2,2,0.9491746671758106,0.05082533282418944,0.18423067137128712,0.143463007908366
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,3,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,3,1,0.8494202008224498,0.15057979917755016,0.15057979917755016,0.1505797991775501
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,3,2,0.938931929108936,0.06106807089106403,0.21164787006861419,0.1695012486356774
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,4,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,4,1,0.8377079350499462,0.16229206495005377,0.16229206495005377,0.1622920649500537
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,4,2,0.9398034828590828,0.06019651714091723,0.222488582090971,0.1736010607018296
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,5,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,5,1,0.8210105616546074,0.1789894383453926,0.1789894383453926,0.1789894383453926
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,5,2,0.9280326371126797,0.07196736288732031,0.2509568012327129,0.1860164865048837
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,6,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,6,1,0.8625961795606205,0.1374038204393795,0.1374038204393795,0.1374038204393795
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,6,2,0.9484961663368543,0.051503833663145704,0.1889076541025252,0.1480167148689245
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,7,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,7,1,0.8658902184426067,0.13410978155739328,0.13410978155739328,0.1341097815573932
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,7,2,0.9497507432685051,0.05024925673149494,0.18435903828888822,0.1454507551786692
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,8,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,8,1,0.8686118510051447,0.1313881489948553,0.1313881489948553,0.1313881489948553
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,8,2,0.9498883559406498,0.0501116440593502,0.1814997930542055,0.1495997166719138
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,9,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,9,1,0.8450860715684907,0.1549139284315093,0.1549139284315093,0.1549139284315093
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,9,2,0.9387633489598792,0.06123665104012077,0.21615057947163008,0.180533291000369
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,10,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,10,1,0.8452410880493401,0.15475891195065994,0.15475891195065994,0.1547589119506599
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,10,2,0.9294824957533827,0.07051750424661729,0.22527641619727723,0.1825180792611003
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,11,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,11,1,0.8481262992193098,0.15187370078069018,0.15187370078069018,0.1518737007806901
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,11,2,0.9402048030120472,0.05979519698795277,0.21166889776864295,0.1802383275630747
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,12,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,12,1,0.8672640598640073,0.13273594013599266,0.13273594013599266,0.1327359401359926
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,12,2,0.9488541601982643,0.051145839801735704,0.18388177993772836,0.1576111887343152
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,13,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,13,1,0.8661754704016897,0.13382452959831026,0.13382452959831026,0.1338245295983102
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,13,2,0.9521344703108954,0.047865529689104624,0.18169005928741488,0.1574868360985154
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,14,0,,,0.0,2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,14,1,0.8647614173933433,0.13523858260665667,0.13523858260665667,0.1352385826066566
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,14,2,0.9511311888926784,0.04886881110732155,0.18410739371397822,0.1634227611574498
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,15,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,15,1,0.8564972116073322,0.14350278839266783,0.14350278839266783,0.1435027883926678
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,15,2,0.9501474133433739,0.04985258665662606,0.1933553750492939,0.1666206066421214
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,16,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,16,1,0.8678511937916485,0.13214880620835145,0.13214880620835145,0.1321488062083514
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,16,2,0.9519767542135085,0.04802324578649153,0.18017205199484299,0.15675323865545
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,17,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,17,1,0.86368483774148,0.13631516225852003,0.13631516225852003,0.13631516225852
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,17,2,0.9576683137706014,0.042331686229398646,0.17864684848791867,0.1615324916288624
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,18,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,18,1,0.8544939176416233,0.1455060823583767,0.1455060823583767,0.1455060823583767
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,18,2,0.9569387546595544,0.04306124534044564,0.18856732769882234,0.1752115057134134
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,19,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,19,1,0.8668885386658385,0.13311146133416152,0.13311146133416152,0.1331114613341615
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,19,2,0.9596131501855577,0.040386849814442294,0.1734983111486038,0.1621408335483259
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,20,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,20,1,0.8659696395298587,0.13403036047014127,0.13403036047014127,0.1340303604701412
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,20,2,0.9552088997733129,0.044791100226687086,0.17882146069682836,0.1750990386722538
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,21,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,21,1,0.8607220965882414,0.1392779034117586,0.1392779034117586,0.1392779034117586
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,21,2,0.9551670137006228,0.04483298629937715,0.18411088971113576,0.1808945537850603
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,22,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,22,1,0.8880965251131493,0.1119034748868507,0.1119034748868507,0.1119034748868507
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,22,2,0.9671750969724827,0.03282490302751728,0.144728377914368,0.1417116029028289
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,23,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,23,1,0.8916328891101202,0.10836711088987983,0.10836711088987983,0.1083671108898798
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,23,2,0.9675105258525792,0.03248947414742076,0.14085658503730059,0.1386323761694164
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,24,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,24,1,0.9107054434292984,0.08929455657070162,0.08929455657070162,0.0892945565707016
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,24,2,0.974286799338176,0.02571320066182403,0.11500775723252565,0.118421330933058
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,25,0,,,0.0,-2.220446049250313e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,25,1,0.9382002256781502,0.0617997743218498,0.0617997743218498,0.0617997743218498
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,25,2,0.9793471476413794,0.020652852358620577,0.08245262668047038,0.0841813482024509
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,26,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,26,1,0.9447120196569252,0.055287980343074805,0.055287980343074805,0.0552879803430748
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,26,2,0.9819900935841814,0.018009906415818566,0.07329788675889337,0.0730996610978277
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,27,0,,,0.0,1.1102230246251563e-16
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,27,1,0.9640796849676325,0.03592031503236748,0.03592031503236748,0.0359203150323674
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,27,2,0.9889312346902296,0.011068765309770412,0.04698908034213789,0.0448249473020758
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,28,0,,,0.0,0.0
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,28,1,0.8652605538614423,0.1347394461385577,0.1347394461385577,0.1347394461385577
Qwen2.5-1.5B,RPS-F002,education_general_knowledge,en,mean_pooled,28,2,0.9767844477292409,0.02321555227075911,0.15795499840931682,0.1556921988966734
